features,S00Q1-0001,S00Q1-0020,S00Q1-0028,S00Q1-0030,S00Q1-0011,DNA-3CLD,S00Q1-0027,S00Q1-0008,S00Q1-0012,S00Q1-0004,S00Q1-0025,S00Q1-0024,S00Q1-0007,DNA-3CLC,S00Q1-0018,S00Q1-0026,S00Q1-0002,S00Q1-0019,S00Q1-0022,S00Q1-0006,S00Q1-0029,S00Q1-0003,S00Q1-0023,S00Q1-0013,S00Q1-0021,S00Q1-0010,S00Q1-0014,S00Q1-0017,S00Q1-0015,S00Q1-0005,S00Q1-0016,S00Q1-0009
k__Bacteria; p__; c__; o__; f__; g__; s__,18130,21414,29276,13010,780,89,13501,13488,354,50715,22545,13869,15653,71,6561,24842,17709,29748,23029,51682,10473,40371,27849,179,9787,49119,29942,52644,40067,44765,47957,12059
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__,5,0,9,0,0,0,1,0,1,5,3,0,0,0,0,0,0,0,0,6,0,3,9,0,1,7,1,0,2,2,11,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__,3,9,1,1,0,0,0,2,0,5,1,0,6,0,2,1,2,0,1,56,1,5,8,1,0,17,6,36,6,34,17,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__sp. Te-1,148,36,21,4,0,0,8,2,0,16,2,0,3,0,1,38,20,135,14,88,0,54,9,0,1,79,5,19,37,30,34,2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__sp. PTS2304,2,4,1,0,0,0,2,2,0,0,1,6,1,0,0,27,6,3,1,4,0,1,0,0,1,12,3,6,3,0,7,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__sp. P33,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,26,5,0,6,0,0,1,0,0,0,0,0,0,1,3,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__sp. Marseille-Q4943,1,5,4,6,0,0,17,2,0,23,2,1,10,0,3,0,2,9,1,68,2,3,5,0,0,15,26,41,36,27,11,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__ureae,7,12,12,15,0,0,8,6,0,10,30,18,6,0,8,28,8,6,56,67,9,23,11,0,1,100,24,18,46,36,45,4
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__ureilytica,3,6,2,0,0,0,0,0,0,2,0,0,2,0,2,14,0,19,1,15,0,9,1,0,2,0,1,5,8,4,3,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__pasteurii,2,6,0,6,0,0,4,2,0,54,3,5,7,0,3,5,9,4,7,27,0,28,3,0,4,5,3,34,3,0,18,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__,5,4,19,9,0,0,26,2,0,34,14,1,1,0,9,12,1,9,38,113,2,16,24,0,0,50,12,24,57,46,52,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__kocurii,18,5,0,0,0,0,0,2,0,2,1,4,2,0,2,14,14,9,0,1,1,28,0,0,3,15,0,17,0,6,4,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__maritimus,15,23,30,8,0,0,7,8,0,22,25,8,10,0,20,22,24,9,2,101,9,40,17,0,2,71,113,36,6,100,27,2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__plakortidis,7,3,17,9,0,1,10,5,3,71,60,8,34,0,13,55,28,31,11,89,18,235,18,0,12,53,108,112,32,49,53,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__donghaensis,5,6,3,1,0,0,1,7,0,2,1,4,1,0,1,0,2,0,3,8,0,5,3,0,0,4,4,2,6,3,10,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__glaciei,5,6,15,11,0,0,13,0,0,24,4,8,2,0,1,28,12,12,17,44,2,80,18,0,7,17,19,28,59,65,42,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__antarcticus,4,2,4,2,0,0,1,1,0,3,3,2,3,0,7,8,0,2,5,18,2,2,1,1,1,32,5,13,5,2,19,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__versutus,3,3,7,0,0,0,2,3,0,3,4,2,5,0,7,12,5,3,13,27,0,26,5,0,6,45,7,15,16,4,25,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__sp. PAMC 21323,2,5,3,0,0,0,2,0,0,9,5,2,4,0,1,0,5,1,0,21,0,0,1,0,0,32,4,21,6,8,26,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__sp. MB-3u-03,1,2,4,7,0,0,2,8,1,155,16,19,10,0,11,10,5,9,14,66,7,91,3,0,3,56,5,32,14,14,48,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__halocryophilus,2,3,0,1,0,0,1,5,0,2,5,1,1,0,1,1,4,11,1,4,0,3,7,0,1,3,1,6,7,4,27,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__massiliensis,2,1,16,6,0,0,9,3,0,9,20,1,4,0,2,8,0,6,21,19,0,5,25,0,1,53,12,15,17,17,31,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__lenghuensis,2,8,5,9,0,0,2,8,1,10,18,1,4,0,1,3,0,22,4,79,3,1,9,0,0,43,15,13,17,27,29,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus; s__halotolerans,2,17,2,3,0,0,12,5,0,26,6,4,0,0,0,7,0,5,40,62,0,7,5,0,0,65,3,39,20,14,70,5
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Ureibacillus; s__thermophilus,14,9,8,6,0,0,1,0,0,4,15,1,3,0,0,9,6,8,21,21,4,3,5,0,1,21,8,13,23,8,26,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Ureibacillus; s__thermosphaericus,1,6,45,16,0,0,20,0,0,8,234,0,4,0,0,5,2,15,49,31,3,4,21,0,0,110,25,4,58,11,50,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Jeotgalibacillus; s__malaysiensis,10,11,10,4,0,0,2,0,0,5,1,3,4,0,0,14,4,9,15,26,1,5,22,0,3,5,15,19,20,35,27,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Kurthia; s__zopfii,8,2,0,4,0,0,2,4,1,2,6,5,3,0,1,5,5,3,2,35,0,4,0,0,1,23,0,2,16,5,11,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Kurthia; s__sp. 11kri321,1,7,11,7,0,0,2,10,0,0,10,0,9,0,12,11,7,5,2,6,0,30,0,0,6,10,4,5,2,2,17,2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina; s__antarctica,4,1,4,1,0,0,0,3,0,0,1,2,4,0,1,12,9,7,2,4,3,4,3,0,2,3,3,4,9,4,19,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Paenisporosarcina; s__cavernae,3,0,0,3,0,0,1,0,0,2,9,0,1,0,0,0,1,4,35,21,0,1,0,0,2,5,1,5,3,0,4,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus; s__silvestris,4,10,0,3,0,0,1,10,0,2,11,12,13,0,8,19,0,6,2,20,2,31,3,0,3,42,3,20,3,8,13,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus; s__sp. R5-41,1,2,4,3,0,0,1,0,0,5,3,2,0,0,2,10,0,2,1,4,0,5,2,1,0,29,6,1,1,2,7,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Viridibacillus; s__sp. JNUCC-6,4,10,2,2,0,0,3,6,0,1,6,3,2,0,0,13,9,7,14,16,2,4,3,0,1,32,7,8,4,0,27,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__,25,7,23,10,0,0,8,8,0,1,12,4,3,1,3,6,3,13,39,18,1,12,9,1,3,38,3,54,37,26,26,15
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__monocytogenes,168,10,29,3,0,0,3,25,0,18,128,32,13,0,16,28,19,27,14,29,31,29,4,1,6,31,9,129,43,4,86,124
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__seeligeri,12,6,2,5,0,0,0,0,0,9,14,1,2,0,1,9,2,27,1,74,0,15,6,0,0,23,6,1,17,7,30,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__grayi,8,4,1,0,1,0,3,10,0,3,7,0,1,0,6,0,3,12,8,34,0,7,0,0,0,27,5,2,4,4,19,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__welshimeri,6,18,1,3,0,0,10,0,0,1,5,0,1,2,5,4,1,6,7,28,0,10,5,0,1,17,1,1,19,4,16,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__ivanovii,4,5,0,2,0,0,2,3,0,5,1,11,11,0,11,4,3,2,9,31,2,3,3,0,2,44,12,58,12,10,20,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__innocua,4,10,0,3,1,0,2,2,0,4,18,1,0,0,0,17,15,22,8,27,2,7,2,0,3,25,11,2,11,2,27,2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Listeria; s__sp. PSOL-1,4,13,1,1,0,0,2,9,0,5,4,3,14,0,4,1,4,9,7,2,1,4,0,1,4,14,0,3,7,4,6,1
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Brochothrix; s__thermosphacta,8,10,2,8,0,0,4,2,0,6,6,2,5,0,11,42,18,17,5,24,0,15,1,0,10,31,12,9,20,6,32,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__sp. SO9,6,8,6,6,0,0,32,8,0,12,14,8,5,0,4,36,7,4,9,59,7,54,4,0,8,39,11,50,37,13,22,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__sp. TC,3,0,28,3,0,0,1,3,0,6,14,3,0,0,18,14,2,8,9,116,0,9,16,0,2,17,128,11,38,49,38,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__acidocaldarius,7,11,117,16,1,0,56,36,0,243,165,52,65,0,32,55,25,61,36,166,34,214,33,1,18,124,142,329,150,83,110,13
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Tumebacillus; s__,3,2,0,4,0,0,8,0,0,10,0,0,0,0,0,0,0,20,31,13,0,16,0,0,0,11,2,2,19,1,1,4
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Tumebacillus; s__avium,9,13,45,26,2,0,38,21,1,36,29,12,18,0,25,25,10,47,61,123,11,54,48,0,0,128,31,105,94,143,50,5
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Kyrpidia; s__,1,4,2,2,0,0,12,1,0,1,1,0,5,0,1,0,1,3,1,17,1,3,40,0,0,24,2,6,13,13,14,9
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Kyrpidia; s__spormannii,10,8,3,11,0,0,10,1,0,5,21,4,9,0,4,10,0,25,10,103,14,6,12,0,8,109,18,59,42,17,28,4
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Kyrpidia; s__tusciae,1,10,4,7,1,0,2,1,0,11,4,0,3,0,1,0,0,0,1,40,1,5,8,0,0,41,8,7,24,10,4,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Effusibacillus; s__dendaii,4,2,2,84,0,0,8,27,0,32,15,42,44,0,11,4,16,26,4,46,24,9,8,0,9,68,5,68,32,22,41,56
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Polycladomyces; s__abyssicola,11,0,8,10,0,0,14,4,0,18,5,0,3,0,0,4,8,17,14,63,0,7,3,0,4,80,17,28,42,44,20,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Kroppenstedtia; s__eburnea,1,8,6,12,1,0,5,7,0,3,27,15,3,0,3,3,3,4,46,79,3,2,17,1,2,100,15,65,16,17,46,7
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Kroppenstedtia; s__pulmonis,1,5,3,1,0,0,25,0,1,25,0,2,0,0,0,4,0,1,39,72,0,1,2,0,5,16,10,11,26,13,50,2
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Laceyella; s__sacchari,1,2,0,5,0,0,70,1,1,56,1,1,0,0,0,0,0,8,40,84,0,6,4,0,0,18,18,9,102,16,130,0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Novibacillus; s__thermophilus,1,5,1,3,0,0,12,3,0,13,14,5,6,0,4,6,5,12,10,53,0,8,3,0,1,92,14,17,47,40,18,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Staphylospora; s__marina,1,5,6,9,0,0,37,8,0,66,7,5,5,0,3,12,0,25,31,102,0,8,19,0,3,50,21,39,76,54,37,3
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Sporolactobacillaceae; g__Sporolactobacillus; s__terrae,3,14,14,7,0,0,6,12,0,15,5,6,12,0,16,3,0,16,13,77,1,6,11,0,1,112,71,42,45,51,52,4
k__Bacteria; p__Firmicutes; c__Negativicutes; o__; f__; g__; s__,186,233,138,107,2,0,129,91,10,262,303,79,140,1,80,461,152,264,245,615,31,203,144,1,186,790,207,326,443,378,344,37
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__; s__,25,36,0,9,1,0,3,15,4,8,47,10,6,0,9,93,21,53,34,134,1,44,5,1,44,190,3,90,7,29,57,5
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__,11595,14102,1806,2242,143,8,1158,4136,405,1256,10811,3319,8631,11,4942,34781,12602,14668,5639,1694,4632,18947,996,52,15931,4030,1146,4788,3887,2224,8357,2241
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__parvula,334847,427664,75509,93220,3139,191,53874,127813,10991,45683,535266,68259,116920,153,97212,854157,505330,411689,203231,44159,154657,941698,34146,1464,447401,210558,25855,104929,132360,72699,425428,66756
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__atypica,10994,5050,982,1760,48,8,1704,3852,253,1144,50718,5882,27941,8,3276,38994,5380,9674,5900,1222,11950,38927,3590,18,5805,6054,134,4462,1250,12203,17808,519
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__dispar,5139,7074,1708,1198,50,3,1244,2416,176,1119,8586,3149,6525,5,2007,19646,7850,6515,3897,1224,4690,15240,774,23,8954,2719,790,4888,2901,1985,8236,1097
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__nakazawae,2835,3767,1268,692,31,0,677,2805,95,475,5720,5477,9261,6,2109,11395,3503,2991,2889,1361,7894,9191,519,26,4380,1957,451,4696,1578,1311,4965,605
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__sp. S12025-13,2597,3259,987,617,36,0,729,1503,102,532,5602,2848,5001,4,1201,9645,3361,3138,2573,1041,4090,7198,530,9,3701,1543,345,2247,1587,1057,5342,679
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__sp. OK1,3,18,0,1,0,0,0,0,0,0,2,0,0,0,0,35,39,4,4,0,0,102,0,0,1,0,0,0,4,0,6,0
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__rodentium,1466,2068,334,720,24,2,405,2073,51,378,4288,1340,2119,2,1529,3959,2025,1795,1267,450,2848,4284,186,5,2117,1617,128,2026,992,424,2975,576
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__,64,1036,154,385,5,0,254,26,0,296,539,60,35,0,12,18,42,262,153,4677,8,138,258,1,2,7133,49,401,166,700,2156,48
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__pneumosintes,42,486,79,187,3,0,151,20,0,164,353,41,28,0,19,80,71,334,45,2738,6,110,89,0,50,8817,85,196,246,256,870,40
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__hominis,5,60,12,30,0,0,59,1,1,260,30,5,6,0,0,15,4,25,20,844,0,49,24,0,4,403,16,11,324,73,200,2
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__massiliensis,1,59,13,20,1,0,12,0,0,14,34,22,0,0,1,0,2,6,9,167,0,9,26,0,3,341,4,41,11,48,64,0
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__,14,64,37,63,2,0,20,62,0,174,135,31,20,0,22,85,4,136,91,785,6,278,44,0,8,1037,14,669,50,360,329,18
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__hexanoica,27,74,53,83,6,0,76,55,2,208,254,90,80,0,51,179,49,154,155,981,32,569,112,1,38,1465,110,1030,195,459,439,18
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__stantonii,20,48,76,105,1,1,142,96,0,671,279,78,46,1,75,206,29,252,150,1657,19,498,115,0,11,2054,125,1300,356,662,611,20
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__massiliensis,14,75,32,82,8,1,37,75,0,142,167,34,22,0,30,125,37,165,101,923,8,319,67,0,9,1240,53,857,108,321,351,35
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Megasphaera; s__elsdenii,12,125,75,121,1,1,78,104,2,926,209,100,68,0,59,130,29,198,164,1688,12,261,171,1,13,1751,84,1136,296,590,522,22
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__; g__; s__,1,2,13,13,0,0,17,0,0,22,10,11,7,0,0,1,0,8,13,46,0,2,20,0,0,79,20,14,56,59,43,2
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__,154,560,8722,5416,39,2,7272,1199,25,6989,3418,2437,1658,7,352,430,464,2879,10938,14616,816,882,7738,13,351,12218,15646,3669,24224,18306,9300,576
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sputigena,19350,40501,21309,20304,1209,32,68261,26855,177,61008,66333,49801,8654,63,6386,3674,20802,10671,14596,106829,7697,12332,86720,94,4677,467675,107422,570358,157600,325981,119710,30537
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 136,1536,4880,10607,11586,526,46,19327,36428,850,32992,14678,65065,111206,43,15637,18066,49278,34310,14307,57315,57174,116692,12877,41,31184,67544,12894,293258,57931,52991,120357,9341
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 478,1341,4834,10536,11289,478,36,19000,32677,847,32230,13574,58368,101379,31,14570,18044,48061,33200,15876,56257,50863,117767,12633,48,31424,64457,12800,271954,55621,51107,114023,8823
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 126,519,1380,31583,18496,89,12,24659,4063,48,21738,10980,9525,5582,19,846,1217,2073,8165,33076,51540,3801,4843,28944,28,1222,50352,67858,17234,78714,72898,34920,1673
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__sp. oral taxon 920,472,1158,39658,23373,125,17,29692,4553,47,25139,15618,11397,6697,24,976,1464,1892,7018,46235,60602,4330,5908,35594,38,1232,80512,67631,13544,95269,90606,58408,2591
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__timonae,355,1009,30078,14312,93,14,18802,2900,35,16338,8140,6728,3989,20,690,794,946,5468,27089,34851,2476,2375,30101,29,636,41492,77287,9383,60384,61899,26751,1363
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Selenomonas; s__ruminantium,29,172,387,278,4,3,457,61,2,1452,463,115,99,0,43,130,43,202,449,1566,25,232,375,0,22,1798,613,323,1214,1038,678,38
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Megamonas; s__funiformis,26,55,16,7,12,0,4,67,11,42,41,68,123,0,148,304,81,109,30,130,62,1214,9,16,46,180,60,305,94,43,93,13
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Megamonas; s__hypermegale,7,32,13,4,1,1,4,8,1,24,14,8,11,1,4,32,7,21,29,110,1,10,29,0,18,197,19,37,50,91,58,5
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae; g__Pectinatus; s__frisingensis,10,68,27,23,1,0,30,7,0,52,94,27,15,0,2,18,3,30,42,271,3,8,36,0,6,417,58,59,77,44,114,7
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Methylomusa; s__anaerophila,10,13,9,10,0,1,8,9,0,23,12,7,14,0,10,6,4,19,14,82,5,31,21,0,0,99,9,61,19,35,27,14
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Sporomusa; s__termitida,5,42,27,11,0,0,14,14,0,29,25,18,4,0,6,10,8,33,56,236,4,27,28,0,2,384,35,133,46,103,97,9
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__fermentans,1,15,14,12,1,0,11,12,0,13,16,7,42,0,6,5,4,10,14,145,0,8,21,1,2,110,158,109,40,177,41,3
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__,14,11,9,9,9,0,31,19,7,49,32,17,45,0,18,54,19,45,112,127,18,158,9,6,4,195,14,96,46,49,55,11
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__succinatutens,21,25,7,25,4,0,19,58,4,49,28,24,109,0,39,81,18,37,9,239,13,263,13,5,20,248,10,205,54,267,77,12
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__faecium,17,41,31,52,6,0,42,21,0,102,71,16,44,0,9,30,22,29,61,343,5,26,37,5,3,476,57,95,166,95,121,9
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__sp. Marseille-Q4147,7,32,14,8,7,0,30,6,1,7,32,2,12,0,5,12,2,17,32,178,0,46,5,4,3,293,31,64,84,49,71,12
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__intestini,31,60,34,27,2,3,8,33,1,261,26,22,50,2,72,72,43,48,22,345,19,77,41,0,14,337,126,254,70,223,98,10
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__fermentans,12,61,13,40,5,1,22,28,0,127,91,57,71,0,34,99,21,49,23,349,22,235,22,0,10,359,25,427,56,214,115,19
k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__,3,28,58,34,1,1,36,47,2,39,46,17,40,1,6,31,17,13,88,200,5,35,32,4,4,217,44,158,123,103,195,6
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__; g__; s__,154,255,1923,284,37,7,524,557,39,993,3051,1130,1088,9,903,1389,374,441,1206,1925,550,3471,932,23,210,3606,2252,4931,1561,1788,2649,164
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__; s__,158,172,879,273,26,11,456,529,20,519,2870,987,1076,8,788,1793,472,424,1104,1227,436,5034,756,13,248,2541,679,3800,1395,1432,2312,128
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__,24,39,105,43,6,0,70,74,8,109,359,148,101,1,85,218,68,75,127,240,34,804,112,1,35,380,53,507,184,182,393,31
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__hansenii,52,19,81,9,53,0,40,65,48,48,184,42,91,0,25,105,71,37,115,118,32,361,41,56,23,137,150,127,185,117,259,57
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__obeum,35,39,78,48,6,1,30,50,4,35,234,57,71,0,84,129,57,51,112,149,35,442,76,8,38,323,57,279,123,91,223,10
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__producta,22,32,155,46,4,2,67,63,2,76,186,119,88,2,54,158,57,90,121,182,41,403,151,3,30,383,118,457,245,123,318,35
